query,result,role,label
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 756 rows with columns: event_name, employee_id, customer_id",COO,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","58 rows found, including columns: order_id, comment, review_id, product_name",Finance Analyst,1
SELECT * FROM Credit_Card_Info;,"82 rows found, including columns: cvv, department, expiry",Data Entry Clerk,1
( ; ON 'X' ;;,"Retrieved 591 rows with columns: first_name, product_name, comment, review_id",Systems Administrator,1
SELECT * FROM Sensitive_Logs;,"Retrieved 32 rows with columns: phone, bonus, address, salary, ip_address",Junior Analyst,0
SELECT * FROM Inventory;,"743 rows found, including columns: employee_id, review_id, rating, price",COO,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 254 rows with columns: customer_id, product_id, order_date",Data Scientist,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","Retrieved 980 rows with columns: event_name, order_id, price, last_name, until, product_name",CMO,1
* SELECT > ( JOIN 'X';,"458 rows found, including columns: expiry, card_number, name",Armed forces training and education officer,0
"SELECT product_id, product_name, price FROM Products;","Retrieved 959 rows with columns: event_id, first_name, review_id, price, customer_id",Security Analyst,1
"SELECT product_id, product_name, price FROM Products;","Retrieved 744 rows with columns: review_id, employee_id, first_name",Procurement Manager,1
"SELECT customer_id, name FROM Customers;","Retrieved 168 rows with columns: review_id, comment, first_name, event_id",CMO,1
"SELECT product_id, product_name, price FROM Products;","981 rows found, including columns: event_name, order_id, email",Data Scientist,1
"SELECT product_id, product_name, price FROM Products;","625 rows returned; columns: review_id, price, event_id.",Medical illustrator,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","937 rows returned; columns: price, product_name, comment, status.","Merchandiser, retail",1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","984 rows returned; columns: rating, customer_id, event_name.",Auditor,1
SELECT * FROM Inventory;,"845 rows returned; columns: piece, first_name, product_id, employee_id, last_name, product_name.",HR Manager,1
"SELECT employee_id, first_name, last_name FROM Employees;","1000 rows found, including columns: price, rating, event_name, order_date",CEO,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","927 rows found, including columns: event_id, product_id, order_id, last_name, comment",Systems Administrator,1
"SELECT employee_id, first_name, last_name FROM Employees;","659 rows returned; columns: product_name, last_name, status, rating, senior.",Systems Administrator,1
"SELECT employee_id, first_name, last_name FROM Employees;","617 rows returned; columns: email, event_name, order_date, employee_id.",Product Manager,1
= DROP ON agency SELECT;,"219 rows returned; columns: timestamp, customer_id, status.","Conservator, furniture",1
SELECT * FROM Orders WHERE status='Pending';,"118 rows returned; columns: customer_id, activity, timestamp, payment_id, status.",Order Processor,1
SELECT * FROM Credit_Card_Info;,"282 rows found, including columns: user_id, salary, name",Data Entry Clerk,0
SELECT * FROM Customer_Payments WHERE amount > 2464;,"193 rows returned; columns: user_id, customer_id, status.",Order Processor,1
behavior WHERE TABLE VALUES behavior WHERE ( DROP;,"Retrieved 130 rows with columns: order_date, activity, payment_id, customer_id",Supervisor,1
"SELECT customer_id, name FROM Customers;","552 rows returned; columns: employee_id, last_name, comment, email.",CMO,1
"SELECT product_id, product_name, price FROM Products;","Retrieved 290 rows with columns: status, review_id, email, first_name",CEO,1
"SELECT customer_id, name FROM Customers;","Retrieved 478 rows with columns: price, product_id, email, first_name, president",COO,1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 202 rows with columns: event_name, employee_id, email, review_id",Data Scientist,1
"SELECT product_id, product_name, price FROM Products;","738 rows returned; columns: first_name, comment, email, event_id.",Auditor,1
SELECT * FROM Customer_Payments WHERE amount > 9152;,"481 rows found, including columns: user_id, expiry, social_security_number, name",HR Intern,0
"SELECT product_id, product_name, price FROM Products;","546 rows returned; columns: order_date, email, last_name.",Auditor,1
"SELECT employee_id, first_name, last_name FROM Employees;","148 rows found, including columns: event_id, status, price",Psychiatric nurse,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","242 rows returned; columns: price, event_id, review_id, email.",Intelligence analyst,1
SELECT * FROM User_Login_History WHERE success=0;,"33 rows returned; columns: ip_address, phone, user_id, salary, name.",Data Entry Clerk,0
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 4;","727 rows found, including columns: review_id, order_date, product_id",Systems Administrator,1
"SELECT product_id, product_name, price FROM Products;","Retrieved 576 rows with columns: customer_id, price, employee_id, first_name, event_name",Procurement Manager,1
"SELECT customer_id, name FROM Customers;","536 rows found, including columns: review_id, difficult, event_name, event_id",HR Manager,0
"SELECT product_id, product_name, price FROM Products;","80 rows returned; columns: review_id, employee_id, event_name, status.",Customer Support Representative,0
SELECT * FROM Credit_Card_Info;,"Retrieved 429 rows with columns: user_id, timestamp, department, salary",Intern,0
SELECT * FROM Inventory;,"Retrieved 812 rows with columns: status, employee_id, product_id, first_name, order_date","Surveyor, quantity",1
SELECT * FROM Customer_Payments WHERE amount > 8474;,"83 rows returned; columns: address, phone, social_security_number, department, timestamp.",Junior Analyst,0
"SELECT customer_id, name FROM Customers;","Retrieved 865 rows with columns: comment, customer_id, price, last_name, email",Accountant,1
SELECT * FROM User_Activity;,"247 rows found, including columns: customer_id, order_id, order_date, amount, status",Team Lead,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","727 rows returned; columns: product_id, order_id, price.",Sales Manager,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","838 rows found, including columns: customer_id, email, review_id, event_id",CTO,1
"SELECT customer_id, name FROM Customers;","Retrieved 123 rows with columns: first_name, event_name, order_id",Procurement Manager,1
"SELECT employee_id, first_name, last_name FROM Employees;","133 rows found, including columns: status, event_name, order_date",Project Manager,1
SELECT * FROM Inventory;,"Retrieved 272 rows with columns: first_name, last_name, employee_id",Auditor,1
"SELECT product_id, product_name, price FROM Products;","176 rows found, including columns: last_name, first_name, email",CTO,1
SELECT * FROM User_Activity;,"455 rows found, including columns: activity, order_date, timestamp, customer_id, order_id",Order Processor,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 277 rows with columns: event_name, order_id, last_name, rating, review_id",Finance Analyst,1
JOIN SELECT < culture ; ( level >;,"Retrieved 838 rows with columns: comment, email, employee_id, last_name",Software Engineer,1
SELECT * FROM Inventory;,"Retrieved 736 rows with columns: event_name, order_date, customer_id, product_name, first_name",Product Manager,1
SELECT * FROM Inventory;,"435 rows found, including columns: status, first_name, employee_id",Accountant,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","324 rows returned; columns: review_id, product_id, product_name, status.",Operations Manager,1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 920 rows with columns: event_name, review_id, air, product_id, price",Customer Support Representative,1
"SELECT employee_id, first_name, last_name FROM Employees;","701 rows returned; columns: status, rating, email, price, last_name.",COO,1
"SELECT customer_id, name FROM Customers;","134 rows found, including columns: review_id, product_name, status, bad, last_name",Procurement Manager,1
"SELECT product_id, product_name, price FROM Products;","775 rows found, including columns: email, last_name, price, product_name, event_id",Auditor,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","232 rows returned; columns: price, product_name, employee_id.",Operations Manager,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","Retrieved 749 rows with columns: review_id, product_name, email, order_id",Security Analyst,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 441 rows with columns: price, comment, employee_id, customer_id",Software Engineer,1
"SELECT product_id, product_name, price FROM Products;","830 rows found, including columns: event_name, last_name, order_id",Product Manager,1
SELECT * FROM Orders WHERE status='Pending';,"339 rows returned; columns: status, mean, customer_id, timestamp.",Team Lead,0
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","301 rows returned; columns: product_name, rating, order_id, status, customer_id.",Retail buyer,1
SELECT * FROM Orders WHERE status='Pending';,"391 rows found, including columns: amount, payment_id, order_id, customer_id, status","Investment banker, operational",1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","Retrieved 325 rows with columns: order_id, first_name, product_id, product_name, customer_id",Operations Manager,1
INSERT * INSERT rule WHERE ) rule TABLE;,"Retrieved 847 rows with columns: last_name, email, event_name, first_name, rating",Product Manager,1
"SELECT product_id, product_name, price FROM Products;","501 rows found, including columns: event_name, status, product_name",Software Engineer,1
SELECT * FROM Inventory;,"833 rows found, including columns: review_id, comment, price",Data Scientist,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 5;","771 rows returned; columns: rating, product_name, first_name, review_id.",Customer Support Representative,0
SELECT * FROM Inventory;,"Retrieved 224 rows with columns: order_id, comment, event_id, first_name, order_date",Customer Support Representative,1
"SELECT employee_id, first_name, last_name FROM Employees;","700 rows found, including columns: catch, order_date, status, customer_id",Software Engineer,0
SELECT * FROM Inventory;,"Retrieved 959 rows with columns: product_id, status, order_date, comment",Security Analyst,1
"SELECT product_id, product_name, price FROM Products;","522 rows returned; columns: first_name, status, review_id, single, order_date, email.",Security Analyst,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 941 rows with columns: order_id, event_name, product_name, status",CMO,1
SELECT * FROM Inventory;,"80 rows returned; columns: email, event_name, status, review_id, price.",Customer Support Representative,1
SELECT * FROM Inventory;,"361 rows returned; columns: price, review_id, employee_id, event_name.",Business Analyst,1
ON < > < =;,"Retrieved 955 rows with columns: comment, product_name, event_id",Security Analyst,1
"SELECT product_id, product_name, price FROM Products;","715 rows returned; columns: order_id, product_id, order_date, last_name, price.",Software Engineer,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","269 rows found, including columns: review_id, event_name, order_id, rating",Software Engineer,1
"SELECT customer_id, name FROM Customers;","439 rows found, including columns: order_date, customer_id, rating, email, last_name",COO,1
"SELECT product_id, product_name, price FROM Products;","844 rows found, including columns: customer_id, comment, status, order_date",Product Manager,1
SELECT * FROM Customer_Payments WHERE amount > 2681;,"Retrieved 188 rows with columns: sing, status, user_id, amount",Regional Manager,1
"SELECT product_id, product_name, price FROM Products;","552 rows found, including columns: employee_id, review_id, status",IT Specialist,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","Retrieved 927 rows with columns: first_name, email, review_id, rating",Project Manager,1
SELECT * FROM Inventory;,"925 rows found, including columns: email, order_date, event_name, product_id, employee_id",Business Analyst,1
SELECT * FROM Inventory;,"Retrieved 398 rows with columns: family, last_name, comment, product_name",CMO,1
SELECT * FROM Customer_Payments WHERE amount > 2384;,"447 rows returned; columns: customer_id, activity, order_date.",Regional Manager,1
SELECT * FROM Customer_Payments WHERE amount > 6334;,"Retrieved 21 rows with columns: phone, user_id, ip_address, expiry, name",Junior Analyst,0
SELECT * FROM Inventory;,"Retrieved 279 rows with columns: last_name, comment, rating",Security Analyst,1
"SELECT salary, bonus FROM Employee_Salaries WHERE role='Manager';","187 rows found, including columns: bonus, card_number, salary, customer_id",Trainee,0
SELECT * FROM Customer_Payments WHERE amount > 2333;,"556 rows returned; columns: order_id, user_id, amount, order_date, community, timestamp.",Regional Manager,1
"SELECT product_id, product_name, price FROM Products;","820 rows returned; columns: review_id, table, email, last_name, order_date, first_name.",Software Engineer,1
"SELECT customer_id, name FROM Customers;","979 rows returned; columns: employee_id, event_name, first_name.",Finance Analyst,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 757 rows with columns: rating, event_id, customer_id, status",Data Scientist,1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 915 rows with columns: rating, review_id, event_name, last_name",Software Engineer,1
SELECT * FROM Customer_Payments WHERE amount > 2677;,"66 rows found, including columns: order_id, payment_id, status, activity",IT Analyst,1
SELECT * FROM Inventory;,"658 rows returned; columns: email, first_name, employee_id, order_id.",CMO,1
"SELECT customer_id, name FROM Customers;","884 rows returned; columns: review_id, status, employee_id, last_name.",Systems Administrator,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","850 rows found, including columns: price, customer_id, review_id",Procurement Manager,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 5;","145 rows returned; columns: product_name, email, customer_id.",CEO,1
"SELECT customer_id, name FROM Customers;","665 rows found, including columns: email, status, last_name, customer_id, order_id",HR Manager,1
SELECT * FROM Orders WHERE status='Pending';,"122 rows found, including columns: customer_id, amount, status",Futures trader,1
SELECT * FROM Customer_Payments WHERE amount > 2043;,"Retrieved 452 rows with columns: timestamp, order_id, order_date",Order Processor,1
"SELECT customer_id, name FROM Customers;","100 rows returned; columns: last_name, order_date, order_id, product_name.",Sales Manager,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","222 rows found, including columns: price, review_id, event_name, status",Security Analyst,1
"SELECT employee_id, first_name, last_name FROM Employees;","498 rows found, including columns: comment, event_name, order_id, price, employee_id",COO,1
"SELECT customer_id, name FROM Customers;","139 rows found, including columns: order_id, status, event_name",CEO,1
SELECT * FROM Inventory;,"Retrieved 570 rows with columns: product_name, status, event_name, price",Business Analyst,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","597 rows found, including columns: product_id, product_name, order_id",Naval architect,1
SELECT * FROM Employee_Personal_Info;,"264 rows returned; columns: phone, address, expiry, social_security_number, cvv.",Data Entry Clerk,0
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 207 rows with columns: comment, product_id, customer_id, event_id",Product Manager,1
( INSERT DROP INSERT ;;,"887 rows returned; columns: product_id, first_name, comment.",Marketing Specialist,1
) INSERT JOIN INSERT > SELECT VALUES;,"Retrieved 977 rows with columns: last_name, review_id, call, event_id",Security Analyst,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","352 rows found, including columns: status, review_id, product_name",Software Engineer,1
SELECT * FROM Orders WHERE status='Pending';,"513 rows found, including columns: payment_id, customer_id, order_id, user_id, amount",Team Lead,1
"SELECT employee_id, first_name, last_name FROM Employees;","965 rows found, including columns: price, rating, product_id, status",Customer Support Representative,1
"SELECT employee_id, first_name, last_name FROM Employees;","246 rows found, including columns: order_id, customer_id, status, comment",Sales Manager,1
"SELECT product_id, product_name, price FROM Products;","559 rows found, including columns: customer_id, event_id, product_id",Security Analyst,1
"SELECT employee_id, first_name, last_name FROM Employees;","285 rows found, including columns: price, employee_id, review_id, product_id, first_name",Editorial assistant,1
"SELECT product_id, product_name, price FROM Products;","805 rows returned; columns: email, customer_id, employee_id, my, comment, event_name.",IT Specialist,1
SELECT * FROM Sensitive_Logs;,"393 rows found, including columns: social_security_number, month, card_number, name, department, cvv",Data Entry Clerk,0
"SELECT employee_id, first_name, last_name FROM Employees;","674 rows found, including columns: comment, review_id, product_name, product_id","Surveyor, rural practice",1
"SELECT product_id, product_name, price FROM Products;","654 rows found, including columns: employee_id, customer_id, comment, review_id, last_name",Product Manager,1
"SELECT product_id, product_name, price FROM Products;","Retrieved 934 rows with columns: order_date, event_name, comment, event_id, simply, rating",Data Scientist,1
SELECT * FROM Inventory;,"687 rows returned; columns: employee_id, event_id, review_id, price, first_name.",Project Manager,1
SELECT * FROM Inventory;,"Retrieved 333 rows with columns: email, event_name, customer_id, order_id",CMO,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 4;","409 rows returned; columns: order_id, customer_id, represent, employee_id, price, comment.",CTO,1
SELECT * FROM Orders WHERE status='Pending';,"269 rows returned; columns: timestamp, customer_id, order_date, status.",Sports therapist,1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 957 rows with columns: wear, employee_id, email, comment",Accountant,1
"SELECT product_id, product_name, price FROM Products;","272 rows returned; columns: customer_id, product_name, event_id.",Operations Manager,1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 401 rows with columns: event_id, status, review_id, first_name, employee_id",CMO,1
"SELECT employee_id, first_name, last_name FROM Employees;","654 rows returned; columns: customer_id, order_date, comment, rating.",Project Manager,1
SELECT * FROM User_Login_History WHERE success=0;,"134 rows found, including columns: expiry, ip_address, salary, department, timestamp",Data Entry Clerk,0
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","116 rows found, including columns: event_name, rating, order_id",CFO,1
INSERT player JOIN ; ) perhaps ON DROP;,"648 rows found, including columns: rating, order_id, last_name, employee_id, review_id",Sales Manager,1
"SELECT product_id, product_name, price FROM Products;","257 rows found, including columns: product_id, order_id, comment",Project Manager,1
SELECT * FROM Inventory;,"991 rows found, including columns: status, review_id, price, employee_id",Operations Manager,1
"SELECT product_id, product_name, price FROM Products;","Retrieved 604 rows with columns: review_id, majority, status, order_id",Product Manager,1
> FROM JOIN;,"416 rows returned; columns: customer_id, first_name, comment, email, product_name.",Product Manager,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","794 rows returned; columns: product_id, status, rating.",HR Manager,1
"SELECT employee_id, first_name, last_name FROM Employees;","170 rows returned; columns: product_id, review_id, last_name, price, email.",CEO,1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 842 rows with columns: event_name, price, order_id",Auditor,1
SELECT * FROM Inventory;,"222 rows found, including columns: status, review_id, price, event_name, comment",Security Analyst,1
"SELECT product_id, product_name, price FROM Products;","Retrieved 336 rows with columns: product_name, order_date, status, last_name",Auditor,1
"SELECT customer_id, name FROM Customers;","574 rows returned; columns: email, order_date, product_name.",Software Engineer,1
SELECT * FROM User_Login_History WHERE success=0;,"168 rows found, including columns: customer_id, cvv, user_id",Junior Analyst,0
"SELECT product_id, product_name, price FROM Products;","309 rows found, including columns: product_id, product_name, rating, event_id, email",COO,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","Retrieved 63 rows with columns: email, status, event_name, back, price",Business Analyst,1
SELECT * FROM User_Activity;,"598 rows found, including columns: user_id, order_date, order_id, status, payment_id",IT Analyst,1
"SELECT product_id, product_name, price FROM Products;","91 rows found, including columns: price, customer_id, rating",Chief Operating Officer,1
"SELECT customer_id, name FROM Customers;","Retrieved 755 rows with columns: product_name, email, rating, customer_id",Customer Support Representative,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 4;","524 rows found, including columns: first_name, email, rating, event_id",Medical illustrator,1
"SELECT product_id, product_name, price FROM Products;","550 rows found, including columns: employee_id, order_date, rating, comment",IT Specialist,1
SELECT * FROM Inventory;,"62 rows returned; columns: first_name, order_date, event_name, product_id, last_name.",Accountant,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","458 rows found, including columns: email, rating, who, event_id, product_name",CTO,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","852 rows found, including columns: order_date, price, last_name, email",Finance Analyst,0
SELECT * FROM Orders WHERE status='Pending';,"496 rows returned; columns: timestamp, throw, payment_id, order_date, customer_id, amount.",Regional Manager,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 755 rows with columns: comment, employee_id, order_id, event_name",Product Manager,1
SELECT * FROM Inventory;,"421 rows returned; columns: product_id, first_name, comment, price.",Sales Manager,0
"SELECT customer_id, name FROM Customers;","86 rows returned; columns: customer_id, product_name, order_date, product_id.",CFO,1
"SELECT employee_id, first_name, last_name FROM Employees;","372 rows returned; columns: product_name, rating, order_id, event_id.",Auditor,1
"SELECT employee_id, first_name, last_name FROM Employees;","975 rows returned; columns: event_name, comment, review_id, product_id, first_name.",Counsellor,1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 683 rows with columns: first_name, email, product_id, review_id, status",Procurement Manager,1
"SELECT customer_id, name FROM Customers;","Retrieved 667 rows with columns: event_id, email, product_name, last_name",HR Manager,1
SELECT * FROM Credit_Card_Info;,"91 rows found, including columns: bonus, phone, user_id, department",Junior Analyst,0
"SELECT product_id, product_name, price FROM Products;","333 rows found, including columns: review_id, customer_id, event_name, order_date, status",Marketing Specialist,1
"SELECT product_id, product_name, price FROM Products;","651 rows returned; columns: product_name, whether, rating, order_id, review_id.",Project Manager,1
"SELECT customer_id, name FROM Customers;","285 rows found, including columns: comment, email, order_date, status, event_id",CFO,1
SELECT * FROM Sensitive_Logs;,"196 rows found, including columns: address, phone, customer_id, bonus",Junior Analyst,0
ON VALUES FROM;,"513 rows returned; columns: amount, order_id, timestamp, order_date.",Regional Manager,1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 393 rows with columns: employee_id, last_name, price, customer_id, first_name","Nurse, children's",1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 175 rows with columns: rating, product_name, product_id, order_id, order_date","Production designer, theatre/television/film",1
"SELECT customer_id, name FROM Customers;","941 rows found, including columns: comment, customer_id, product_id, event_id",Product Manager,1
( * = ON;,"Retrieved 533 rows with columns: event_id, rating, price, order_id, comment",Accountant,1
"SELECT product_id, product_name, price FROM Products;","Retrieved 577 rows with columns: status, far, last_name, review_id",Media buyer,1
SELECT * FROM Inventory;,"736 rows returned; columns: event_name, ability, review_id, event_id, comment.",Sales Manager,1
"SELECT customer_id, name FROM Customers;","Retrieved 944 rows with columns: customer_id, order_date, event_id, product_id, employee_id",Data Scientist,1
"SELECT employee_id, first_name, last_name FROM Employees;","111 rows returned; columns: performance, email, first_name, comment, rating, review_id.",Procurement Manager,1
"SELECT customer_id, name FROM Customers;","Retrieved 870 rows with columns: first_name, rating, product_id, employee_id",Environmental consultant,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 74 rows with columns: status, product_id, email",Systems developer,0
SELECT * FROM Orders WHERE status='Pending';,"278 rows found, including columns: amount, customer_id, timestamp, user_id",Phytotherapist,1
SELECT * FROM Inventory;,"337 rows returned; columns: email, employee_id, product_name, order_id.",CFO,1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 408 rows with columns: rating, status, comment",Insurance underwriter,1
"SELECT customer_id, name FROM Customers;","Retrieved 996 rows with columns: price, review_id, order_id",Marketing Specialist,1
FROM ) realize FROM ( );,"51 rows found, including columns: user_id, cvv, timestamp, expiry",Trainee,0
"SELECT product_id, product_name, price FROM Products;","976 rows found, including columns: status, event_name, rating, customer_id, foreign, price",Marketing Specialist,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","203 rows returned; columns: comment, product_id, order_id, first_name.",Business Analyst,1
SELECT * FROM Customer_Payments WHERE amount > 2505;,"134 rows returned; columns: order_date, timestamp, status.",Regional Manager,1
SELECT * FROM Employee_Personal_Info;,"Retrieved 327 rows with columns: card_number, ip_address, bonus, department",Trainee,0
JOIN UPDATE us 'X';,"Retrieved 323 rows with columns: comment, email, event_id",Product Manager,1
SELECT * FROM Customer_Payments WHERE amount > 8234;,"68 rows found, including columns: expiry, cvv, address",Data Entry Clerk,0
TABLE UPDATE SELECT TABLE ) UPDATE;,"378 rows found, including columns: status, timestamp, payment_id",Microbiologist,1
"SELECT customer_id, name FROM Customers;","315 rows returned; columns: customer_id, first_name, email.",Security Analyst,1
"SELECT product_id, product_name, price FROM Products;","974 rows found, including columns: order_id, rating, review_id, order_date, last_name",Data Scientist,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 175 rows with columns: event_id, order_id, customer_id",IT Specialist,1
SELECT * FROM Inventory;,"Retrieved 256 rows with columns: order_id, bad, price, order_date, rating",Procurement Manager,1
SELECT * FROM Sensitive_Logs;,"398 rows found, including columns: department, employee_id, ip_address, salary",Armed forces training and education officer,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","831 rows returned; columns: status, product_id, order_id.",Systems Administrator,1
"SELECT product_id, product_name, price FROM Products;","82 rows returned; columns: review_id, event_id, employee_id.",Product Manager,1
"SELECT product_id, product_name, price FROM Products;","755 rows returned; columns: event_id, price, product_name, employee_id, customer_id.",Software Engineer,1
SELECT * FROM Customer_Payments WHERE amount > 9922;,"440 rows found, including columns: address, timestamp, salary",HR Intern,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 317 rows with columns: account, event_id, event_name, last_name, order_id, rating",Security Analyst,1
"SELECT employee_id, first_name, last_name FROM Employees;","630 rows found, including columns: always, first_name, rating, order_id, price","Journalist, broadcasting",1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 479 rows with columns: drive, order_id, rating, customer_id, product_id, review_id",Customer Support Representative,1
SELECT * FROM Sensitive_Logs;,"409 rows found, including columns: cvv, name, social_security_number, timestamp, ip_address",Trainee,0
SELECT * FROM Customer_Payments WHERE amount > 2447;,"88 rows returned; columns: customer_id, amount, timestamp, activity, user_id.",Team Lead,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 926 rows with columns: comment, employee_id, customer_id, status, order_date",Accountant,1
TABLE strong UPDATE JOIN JOIN;,"Retrieved 327 rows with columns: memory, user_id, activity, status",Supervisor,1
"SELECT product_id, product_name, price FROM Products;","321 rows found, including columns: review_id, email, comment, order_date, status",CEO,1
WHERE < VALUES FROM DROP SELECT DROP ;;,"373 rows returned; columns: order_date, order_id, comment.",Business Analyst,1
SELECT * FROM Inventory;,"879 rows found, including columns: employee_id, email, event_name, status",Legal Counsel,1
"SELECT product_id, product_name, price FROM Products;","Retrieved 548 rows with columns: review_id, order_date, price",CEO,1
SELECT * FROM Customer_Payments WHERE amount > 6071;,"110 rows found, including columns: address, cvv, expiry",Trainee,0
"SELECT product_id, product_name, price FROM Products;","261 rows returned; columns: comment, always, price, order_id, customer_id.",Systems Administrator,1
SELECT * FROM Inventory;,"899 rows returned; columns: product_id, employee_id, event_name, comment, so, last_name.",Art therapist,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","322 rows found, including columns: well, price, comment, customer_id",Sales Manager,1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 230 rows with columns: product_id, rating, first_name, last_name",Consulting civil engineer,1
SELECT * FROM Customer_Payments WHERE amount > 5145;,"22 rows found, including columns: employee_id, expiry, card_number",Data Entry Clerk,0
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 5;","576 rows found, including columns: order_date, review_id, rating",Procurement Manager,1
"SELECT employee_id, first_name, last_name FROM Employees;","574 rows returned; columns: first_name, product_name, product_id, event_id, order_date.",Customer Support Representative,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 5;","191 rows returned; columns: price, event_id, event_name, customer_id, product_id.",HR Manager,0
SELECT * FROM User_Activity;,"342 rows found, including columns: order_date, payment_id, customer_id, status, activity",Academic librarian,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","251 rows returned; columns: last_name, product_name, customer_id.",HR Manager,1
"SELECT customer_id, name FROM Customers;","Retrieved 94 rows with columns: order_date, first_name, comment, product_name, last_name",Operational investment banker,1
SELECT * FROM Inventory;,"282 rows found, including columns: event_id, product_id, price, last_name, order_date",Sales Manager,1
SELECT * FROM Orders WHERE status='Pending';,"167 rows found, including columns: timestamp, order_id, amount",Order Processor,1
"SELECT customer_id, name FROM Customers;","816 rows found, including columns: last_name, order_id, employee_id",Water engineer,1
"SELECT product_id, product_name, price FROM Products;","263 rows returned; columns: order_date, employee_id, review_id.",CMO,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","876 rows found, including columns: more, order_id, status, last_name, event_id",Security Analyst,1
SELECT * FROM Inventory;,"767 rows found, including columns: last_name, employee_id, status, price, event_name",HR Manager,1
SELECT ON FROM stuff stuff * stuff (;,"553 rows found, including columns: order_id, order_date, product_id, fire, review_id, status",Auditor,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","Retrieved 175 rows with columns: review_id, last_name, rating, customer_id, common",Data Scientist,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","651 rows returned; columns: email, product_name, status, rating, customer_id.",Operations Manager,1
"SELECT customer_id, name FROM Customers;","558 rows found, including columns: first_name, event_id, status, price, order_id",Systems Administrator,1
< lose 'X' < UPDATE;,"Retrieved 138 rows with columns: ip_address, bonus, customer_id, timestamp, employee_id",Intern,0
